region,date,trip_count,avg_distance_mi,avg_duration_min,temperature_c_mean,rain_sum,wind_speed_ms_max,month,weekday,weekend_flag
DTLA,2024-09-23,967,0.936585,24.226856,20.170391,0.000000,17.673029,9,0,0
DTLA,2024-09-24,1192,0.817577,18.557520,19.250917,0.000000,20.696087,9,1,0
DTLA,2024-09-25,1011,0.833654,19.494309,18.682167,0.000000,17.288435,9,2,0
DTLA,2024-09-26,970,0.880774,19.594919,18.053000,0.000000,17.179394,9,3,0
DTLA,2024-09-27,1011,0.762996,18.816559,17.921750,0.000000,15.697197,9,4,0
DTLA,2024-09-28,831,0.811158,20.836292,18.424739,0.000000,19.093580,9,5,1
DTLA,2024-09-29,832,0.967591,22.259106,19.086334,0.000000,18.102308,9,6,1
DTLA,2024-09-30,849,0.932556,17.046246,20.723833,0.000000,19.797543,9,0,0
DTLA,2024-10-01,934,0.721824,17.740718,21.136333,0.000000,15.833861,10,1,0
DTLA,2024-10-02,1132,0.754741,22.355772,22.644666,0.000000,14.037692,10,2,0
DTLA,2024-10-03,944,0.947972,17.124224,23.111333,0.000000,14.275713,10,3,0
DTLA,2024-10-04,889,0.753424,18.478882,21.240500,0.000000,16.029099,10,4,0
DTLA,2024-10-05,852,0.909190,20.950225,20.538417,0.000000,14.957339,10,5,1
DTLA,2024-10-06,720,0.758676,23.448194,20.900917,0.000000,16.704155,10,6,1
DTLA,2024-10-07,895,0.859930,24.232722,21.726913,0.000000,15.580141,10,0,0
DTLA,2024-10-08,938,0.801248,18.810104,20.332167,0.000000,15.307410,10,1,0
DTLA,2024-10-09,868,0.827763,18.437702,19.771182,0.000000,17.728857,10,2,0
DTLA,2024-10-10,904,0.880704,19.443659,20.131261,0.000000,15.530151,10,3,0
DTLA,2024-10-11,914,0.926582,18.345361,21.409250,0.000000,15.210799,10,4,0
DTLA,2024-10-12,904,0.841601,21.795360,19.537783,0.000000,16.712881,10,5,1
DTLA,2024-10-13,2002,1.032437,49.875035,17.942583,0.000000,19.313757,10,6,1
DTLA,2024-10-14,823,0.934432,17.435866,18.694305,0.000000,15.035119,10,0,0
DTLA,2024-10-15,878,0.778189,18.788336,18.094305,0.000000,15.129640,10,1,0
DTLA,2024-10-16,853,0.846546,20.996790,18.032167,0.000000,18.089775,10,2,0
DTLA,2024-10-17,851,0.886701,21.137727,18.136333,1.000000,16.045261,10,3,0
DTLA,2024-10-18,912,0.880706,22.952551,19.198834,0.000000,11.701385,10,4,0
DTLA,2024-10-19,750,0.900777,24.626573,18.678000,0.000000,17.595861,10,5,1
DTLA,2024-10-20,703,0.918585,19.219706,20.631261,0.000000,20.808498,10,6,1
DTLA,2024-10-21,885,0.800617,30.895263,22.218909,0.000000,20.652988,10,0,0
DTLA,2024-10-22,949,0.815675,16.915224,23.098652,0.000000,17.873556,10,1,0
DTLA,2024-10-23,889,0.888426,14.050357,23.040500,0.000000,17.072504,10,2,0
DTLA,2024-10-24,793,0.910360,17.095744,20.681572,0.000000,17.460928,10,3,0
DTLA,2024-10-25,1010,0.814305,17.996619,18.033435,0.000000,15.250154,10,4,0
DTLA,2024-10-26,742,0.976014,20.563907,19.148834,0.000000,14.178927,10,5,1
DTLA,2024-10-27,765,0.847048,22.318012,19.298834,0.000000,14.428097,10,6,1
DTLA,2024-10-28,760,0.877285,17.611604,18.568218,0.100000,22.970285,10,0,0
DTLA,2024-10-29,818,0.873033,16.948479,16.496478,0.000000,23.586184,10,1,0
DTLA,2024-10-30,959,0.737835,19.165097,16.290500,0.000000,14.292725,10,2,0
DTLA,2024-10-31,812,0.994712,21.585875,16.211334,0.000000,17.460928,10,3,0
DTLA,2024-11-01,1118,0.965526,22.036741,16.120391,0.000000,17.477621,11,4,0
DTLA,2024-11-02,595,0.806958,22.982316,15.246750,0.200000,20.381372,11,5,1
DTLA,2024-11-03,631,0.960744,21.516856,17.816044,0.000000,26.988598,11,6,1
DTLA,2024-11-04,787,0.706860,19.683066,15.889957,0.000000,15.941944,11,0,0
DTLA,2024-11-05,855,0.720812,19.741502,16.780083,0.000000,13.538345,11,1,0
DTLA,2024-11-06,672,0.837435,32.367971,17.178000,0.000000,13.184308,11,2,0
DTLA,2024-11-07,785,0.713194,16.182496,14.433435,0.000000,17.468348,11,3,0
DTLA,2024-11-08,718,0.778760,18.548432,16.253000,0.000000,17.750774,11,4,0
DTLA,2024-11-09,802,0.760189,19.771275,17.359250,0.000000,15.315873,11,5,1
DTLA,2024-11-10,741,0.801945,20.399624,17.284250,0.000000,15.210799,11,6,1
DTLA,2024-11-11,592,0.798484,20.927658,14.207546,0.000000,16.199999,11,0,0
DTLA,2024-11-12,791,0.766417,35.560529,14.744667,0.000000,21.863146,11,1,0
DTLA,2024-11-13,809,0.889880,16.736444,16.142584,0.000000,9.906544,11,2,0
DTLA,2024-11-14,842,0.782343,18.039921,16.155084,0.000000,10.583326,11,3,0
DTLA,2024-11-15,831,0.835942,19.341087,14.157167,0.300000,14.248452,11,4,0
DTLA,2024-11-16,817,0.921506,23.764538,12.338417,0.000000,11.594292,11,5,1
DTLA,2024-11-17,653,0.946149,20.849445,12.683435,0.000000,11.486200,11,6,1
DTLA,2024-11-18,719,0.760135,17.565645,13.169667,0.000000,12.313894,11,0,0
DTLA,2024-11-19,728,0.831042,25.269396,13.333435,0.000000,5.232399,11,1,0
DTLA,2024-11-20,754,0.759224,17.142204,14.873834,0.000000,8.574123,11,2,0
DTLA,2024-11-21,769,0.771649,16.437566,15.900917,0.000000,8.287822,11,3,0
DTLA,2024-11-22,730,0.753113,17.596256,14.648652,0.000000,7.168430,11,4,0
DTLA,2024-11-23,623,0.885008,24.357224,11.711333,0.700000,5.068846,11,5,1
DTLA,2024-11-24,627,0.828262,21.038809,14.128000,1.000000,8.893166,11,6,1
DTLA,2024-11-25,674,0.857640,19.361927,14.413417,0.000000,3.563818,11,0,0
DTLA,2024-11-26,595,0.736266,19.648075,15.532167,0.100000,4.510787,11,1,0
DTLA,2024-11-27,656,0.914879,21.442136,16.444305,0.000000,9.396276,11,2,0
DTLA,2024-11-28,417,1.021447,27.916360,16.391637,0.000000,6.608722,11,3,0
DTLA,2024-11-29,502,0.825181,19.348564,14.876913,0.000000,5.652114,11,4,0
DTLA,2024-11-30,567,0.900762,23.729388,16.609522,0.000000,4.514377,11,5,1
DTLA,2024-12-01,536,0.792599,16.956469,16.998834,0.000000,7.519175,12,6,1
DTLA,2024-12-02,621,0.757712,17.509580,15.496750,0.000000,3.780000,12,0,0
DTLA,2024-12-03,719,0.776304,16.155594,15.009522,0.000000,6.299999,12,1,0
DTLA,2024-12-04,657,0.785295,17.836073,13.453000,0.000000,4.044997,12,2,0
DTLA,2024-12-05,594,0.836220,16.115905,12.700917,0.000000,5.004518,12,3,0
DTLA,2024-12-06,607,0.867140,17.689458,14.237783,0.000000,5.043213,12,4,0
DTLA,2024-12-07,615,0.916704,17.535948,15.728000,0.000000,4.896529,12,5,1
DTLA,2024-12-08,545,0.858377,19.465566,14.344667,0.000000,8.019601,12,6,1
DTLA,2024-12-09,592,0.755317,15.650353,12.982546,0.000000,6.261310,12,0,0
DTLA,2024-12-10,598,0.772212,16.116312,12.289364,0.000000,6.623413,12,1,0
DTLA,2024-12-11,657,0.763504,15.822187,13.296182,0.000000,6.432324,12,2,0
DTLA,2024-12-12,615,0.803698,19.443135,11.419667,0.400000,6.489992,12,3,0
DTLA,2024-12-13,592,0.786103,18.749819,12.039364,0.000000,7.388775,12,4,0
DTLA,2024-12-14,578,0.876233,19.581476,12.803000,0.000000,9.927780,12,5,1
DTLA,2024-12-15,499,0.828238,23.937710,11.432167,0.000000,6.240577,12,6,1
DTLA,2024-12-16,527,0.796491,20.838861,13.620392,0.000000,7.452086,12,0,0
DTLA,2024-12-17,654,0.760318,16.392899,14.874739,0.000000,7.421590,12,1,0
DTLA,2024-12-18,708,0.829425,17.604377,17.546478,0.000000,5.269422,12,2,0
DTLA,2024-12-19,642,0.768283,17.231109,16.248834,0.000000,3.964089,12,3,0
DTLA,2024-12-20,520,0.780015,19.937745,13.431261,0.000000,7.814985,12,4,0
DTLA,2024-12-21,506,0.735591,20.558678,12.136333,0.000000,7.790071,12,5,1
DTLA,2024-12-22,499,0.705380,24.437973,14.128000,0.000000,6.775751,12,6,1
DTLA,2024-12-23,490,0.920754,16.260172,14.175727,0.000000,6.185822,12,0,0
DTLA,2024-12-24,322,0.707396,21.542573,13.316637,0.100000,17.877180,12,1,0
DTLA,2024-12-25,242,0.700132,18.961152,12.894667,0.000000,21.782974,12,2,0
DTLA,2024-12-26,423,0.646149,19.554135,12.726810,0.000000,8.613709,12,3,0
DTLA,2024-12-27,487,0.827109,26.097672,11.753000,0.000000,8.731391,12,4,0
DTLA,2024-12-28,401,0.916975,29.941728,11.703000,0.000000,4.589118,12,5,1
DTLA,2024-12-29,410,0.861398,18.528824,11.718217,0.000000,6.156947,12,6,1
DTLA,2024-12-30,422,0.821732,20.281014,12.438714,0.000000,6.369050,12,0,0
DTLA,2024-12-31,428,0.704985,37.555045,11.557348,0.000000,4.913044,12,1,0
DTLA,2025-01-01,399,0.875952,28.997498,12.984250,0.000000,3.885665,1,2,0
DTLA,2025-01-02,523,0.691199,18.245829,16.068909,0.000000,3.438895,1,3,0
DTLA,2025-01-03,466,0.684683,20.778994,13.372565,0.000000,9.292255,1,4,0
DTLA,2025-01-04,489,0.839561,24.543151,11.723834,0.000000,10.182337,1,5,1
DTLA,2025-01-05,517,0.844822,29.224608,14.094667,0.000000,5.191994,1,6,1
DTLA,2025-01-06,588,0.682965,23.726073,15.103000,0.000000,6.330782,1,0,0
DTLA,2025-01-07,646,0.721731,18.237738,15.457348,0.000000,29.335579,1,1,0
DTLA,2025-01-08,391,0.628270,18.369671,16.528000,0.000000,23.395153,1,2,0
DTLA,2025-01-09,357,0.708462,16.480501,13.933435,0.000000,12.889810,1,3,0
DTLA,2025-01-10,348,0.706847,20.782207,12.771750,0.000000,7.872814,1,4,0
DTLA,2025-01-11,395,0.945113,20.962952,13.612091,0.000000,10.897063,1,5,1
DTLA,2025-01-12,448,0.787244,18.735150,11.990500,0.000000,11.236671,1,6,1
DTLA,2025-01-13,468,0.779052,15.592256,11.500826,0.000000,8.027677,1,0,0
DTLA,2025-01-14,535,0.903499,28.375610,10.200917,0.000000,10.948973,1,1,0
DTLA,2025-01-15,562,0.810302,16.418346,12.776810,0.000000,4.889908,1,2,0
DTLA,2025-01-16,566,0.835015,18.418644,11.698652,0.000000,10.601679,1,3,0
DTLA,2025-01-17,591,0.968057,21.276957,11.255174,0.000000,7.742093,1,4,0
DTLA,2025-01-18,608,0.799070,18.927610,11.323834,0.000000,9.396275,1,5,1
DTLA,2025-01-19,475,0.689571,22.470675,10.900619,0.000000,8.613710,1,6,1
DTLA,2025-01-20,559,0.976329,25.238970,12.628000,0.000000,9.044888,1,0,0
DTLA,2025-01-21,745,0.758091,18.389158,11.663870,0.000000,7.748368,1,1,0
DTLA,2025-01-22,718,0.949310,18.335140,14.386333,0.000000,8.452336,1,2,0
DTLA,2025-01-23,715,0.753450,16.162019,15.103000,0.000000,9.546790,1,3,0
DTLA,2025-01-24,685,0.837765,19.877250,14.224739,0.000000,9.199390,1,4,0
DTLA,2025-01-25,583,0.959064,24.868193,11.840500,2.800000,16.454994,1,5,1
DTLA,2025-01-26,291,0.912524,23.653733,9.792131,15.300000,13.339445,1,6,1
DTLA,2025-01-27,550,0.872529,15.724464,9.184818,0.100000,11.700000,1,0,0
DTLA,2025-01-28,701,0.818658,15.144473,9.376913,0.000000,7.434676,1,1,0
DTLA,2025-01-29,690,0.821738,15.676858,9.992583,0.000000,8.827344,1,2,0
DTLA,2025-01-30,604,0.732346,14.466087,10.192131,0.000000,8.431228,1,3,0
DTLA,2025-01-31,618,0.806819,24.807441,10.300826,0.000000,8.436990,1,4,0
DTLA,2025-02-01,582,0.852082,32.096242,12.834250,0.000000,7.344794,2,5,1
DTLA,2025-02-02,531,0.926674,19.751334,15.026913,0.000000,6.502461,2,6,1
DTLA,2025-02-03,628,0.794318,15.557715,13.313417,0.000000,9.085988,2,0,0
DTLA,2025-02-04,639,0.817904,17.873223,12.796750,0.300000,10.879210,2,1,0
DTLA,2025-02-05,443,0.772141,26.507398,13.539957,6.300000,10.483357,2,2,0
DTLA,2025-02-06,419,0.738780,14.041369,14.548834,9.900000,13.985663,2,3,0
DTLA,2025-02-07,503,0.770806,15.575667,13.838714,8.400000,11.892265,2,4,0
DTLA,2025-02-08,631,0.819491,20.010262,11.355174,0.000000,5.257109,2,5,1
DTLA,2025-02-09,524,0.738626,28.323470,12.211334,0.100000,8.987391,2,6,1
DTLA,2025-02-10,613,0.719149,14.329273,11.444304,0.000000,9.432412,2,0,0
DTLA,2025-02-11,630,0.795795,14.152997,11.450826,0.000000,15.951087,2,1,0
DTLA,2025-02-12,425,0.800378,15.700047,10.750917,2.900000,14.275713,2,2,0
DTLA,2025-02-13,179,0.785758,16.588466,13.139957,38.600000,21.273533,2,3,0
DTLA,2025-02-14,668,0.814960,16.816008,13.230273,2.900000,14.045767,2,4,0
DTLA,2025-02-15,716,0.787156,24.191336,11.596750,0.000000,10.692969,2,5,1
DTLA,2025-02-16,601,0.781370,19.086067,14.120392,0.000000,4.293669,2,6,1
DTLA,2025-02-17,530,0.976600,22.798295,13.486334,0.000000,7.029225,2,0,0
DTLA,2025-02-18,632,0.920948,21.243810,12.034250,0.000000,7.486788,2,1,0
DTLA,2025-02-19,766,0.829168,14.089077,13.644305,0.000000,5.854844,2,2,0
DTLA,2025-02-20,682,0.860982,14.359638,13.926913,0.000000,6.842368,2,3,0
DTLA,2025-02-21,647,0.840832,17.508308,14.276913,0.000000,8.089993,2,4,0
DTLA,2025-02-22,531,0.903044,20.444475,14.463417,0.000000,4.693825,2,5,1
DTLA,2025-02-23,790,1.084110,36.495505,15.546750,0.000000,10.341780,2,6,1
DTLA,2025-02-24,698,0.937673,16.131229,16.781261,0.000000,8.482947,2,0,0
DTLA,2025-02-25,735,0.812811,14.684586,15.411696,0.000000,7.657937,2,1,0
DTLA,2025-02-26,721,1.047161,16.629692,15.825917,0.000000,5.743100,2,2,0
DTLA,2025-02-27,745,0.884266,17.075777,16.586334,0.000000,8.019601,2,3,0
DTLA,2025-02-28,679,0.831826,20.304366,15.598652,0.200000,13.690654,2,4,0
DTLA,2025-03-01,554,0.925979,22.243781,13.419667,0.200000,11.996699,3,5,1
DTLA,2025-03-02,455,0.991203,25.391327,12.889957,1.100000,19.721298,3,6,1
DTLA,2025-03-03,517,0.874042,17.386211,12.298652,0.000000,15.053425,3,0,0
DTLA,2025-03-04,644,1.013126,17.373741,13.319667,0.000000,13.971756,3,1,0
DTLA,2025-03-05,282,0.650798,14.388443,11.375728,18.800000,10.855358,3,2,0
DTLA,2025-03-06,391,0.745974,17.517021,9.081261,7.100000,18.037762,3,3,0
DTLA,2025-03-07,680,0.952564,17.623564,10.087783,0.100000,10.837435,3,4,0
DTLA,2025-03-08,583,1.025878,20.800141,11.100826,0.000000,6.391901,3,5,1
DTLA,2025-03-09,549,0.966227,21.378307,13.333435,0.000000,9.648067,3,6,1
DTLA,2025-03-10,634,0.985719,18.200976,14.121750,0.000000,10.993271,3,0,0
DTLA,2025-03-11,522,0.799928,18.305023,12.933435,3.000000,16.507088,3,1,0
DTLA,2025-03-12,471,0.805554,16.160654,13.509818,3.200000,15.536408,3,2,0
DTLA,2025-03-13,608,0.862441,17.566936,10.781261,15.500000,19.778715,3,3,0
DTLA,2025-03-14,435,0.777792,22.113523,8.250727,2.600000,14.288191,3,4,0
DTLA,2025-03-15,589,1.058949,21.784843,11.793909,0.000000,12.962500,3,5,1
DTLA,2025-03-16,639,1.468677,33.069031,12.592584,0.000000,9.139322,3,6,1
DTLA,2025-03-17,496,0.957184,17.580631,12.487783,0.400000,12.232057,3,0,0
DTLA,2025-03-18,616,1.186010,20.104751,12.911696,0.000000,17.419127,3,1,0
DTLA,2025-03-19,645,0.949296,17.085278,15.513870,0.000000,11.503113,3,2,0
DTLA,2025-03-20,608,0.898858,17.895173,17.007546,0.000000,13.920647,3,3,0
DTLA,2025-03-21,677,0.890075,16.497747,16.250917,0.000000,12.287555,3,4,0
DTLA,2025-03-22,542,0.921173,18.760274,17.414364,0.000000,14.450535,3,5,1
DTLA,2025-03-23,503,1.044480,21.086480,16.975917,0.000000,9.354806,3,6,1
DTLA,2025-03-24,549,0.723701,17.393183,19.561696,0.000000,11.837652,3,0,0
DTLA,2025-03-25,616,0.889154,21.048676,17.000917,0.000000,12.855831,3,1,0
DTLA,2025-03-26,613,0.934709,17.927516,14.567583,0.000000,12.481153,3,2,0
DTLA,2025-03-27,639,0.808299,18.235872,15.275728,0.000000,15.435983,3,3,0
DTLA,2025-03-28,644,0.923440,19.212431,16.216044,0.000000,16.997377,3,4,0
DTLA,2025-03-29,602,1.094991,17.316035,15.369667,0.000000,12.708815,3,5,1
DTLA,2025-03-30,521,0.913229,18.097271,14.359522,0.900000,12.534257,3,6,1
DTLA,2025-03-31,520,0.802707,14.023566,15.196750,2.100000,13.681184,3,0,0
DTLA,2025-04-01,663,0.796583,17.512692,13.975916,0.100000,19.738539,4,1,0
DTLA,2025-04-02,680,0.785742,13.963906,13.850826,0.300000,20.044760,4,2,0
DTLA,2025-04-03,632,0.865810,15.838625,13.761696,0.700000,15.472672,4,3,0
DTLA,2025-04-04,731,1.013171,18.202262,14.873833,0.000000,21.645700,4,4,0
DTLA,2025-04-05,599,0.870130,20.859474,18.092583,0.000000,18.745079,4,5,1
DTLA,2025-04-06,1526,1.036852,49.685069,18.657167,0.000000,14.813683,4,6,1
DTLA,2025-04-07,647,0.878212,18.057775,18.738417,0.000000,11.385622,4,0,0
DTLA,2025-04-08,712,0.836500,18.481364,19.257167,0.000000,12.108261,4,1,0
DTLA,2025-04-09,636,0.858985,14.820539,20.546478,0.000000,12.855831,4,2,0
DTLA,2025-04-10,661,0.910766,17.127263,20.273834,0.000000,12.351987,4,3,0
DTLA,2025-04-11,721,0.805254,17.445487,20.617584,0.000000,12.383424,4,4,0
DTLA,2025-04-12,766,0.855092,18.090126,18.125917,0.000000,11.109076,4,5,1
DTLA,2025-04-13,589,0.838885,18.357302,17.071750,0.000000,11.634741,4,6,1
DTLA,2025-04-14,601,0.881374,23.122730,15.638417,0.000000,13.151091,4,0,0
DTLA,2025-04-15,698,0.808681,15.583728,14.732167,0.000000,12.346741,4,1,0
DTLA,2025-04-16,674,0.831663,15.605160,15.105174,0.000000,12.534257,4,2,0
DTLA,2025-04-17,571,0.823750,15.960937,14.670391,0.000000,11.532650,4,3,0
DTLA,2025-04-18,564,1.061555,18.764484,14.721750,0.000000,12.124306,4,4,0
DTLA,2025-04-19,599,0.965769,21.474023,16.257167,0.000000,13.044724,4,5,1
DTLA,2025-04-20,476,1.069204,19.097348,17.521750,0.000000,13.184308,4,6,1
DTLA,2025-04-21,624,0.856175,17.162440,16.659818,0.000000,13.364923,4,0,0
DTLA,2025-04-22,638,0.768183,15.777417,15.561696,0.000000,11.854062,4,1,0
DTLA,2025-04-23,650,0.970733,18.303266,15.628000,0.000000,12.007498,4,2,0
DTLA,2025-04-24,661,0.833709,15.976163,16.312091,0.300000,12.889810,4,3,0
DTLA,2025-04-25,691,0.935647,19.290818,14.730083,0.800000,14.810401,4,4,0
DTLA,2025-04-26,442,1.092700,25.407501,12.770392,6.100000,14.450535,4,5,1
DTLA,2025-04-27,485,0.922391,17.641261,13.146750,0.100000,10.730778,4,6,1
DTLA,2025-04-28,528,0.784153,15.754062,15.491096,0.000000,12.791403,4,0,0
DTLA,2025-04-29,648,0.822364,18.610787,17.895106,0.000000,13.330940,4,1,0
DTLA,2025-04-30,597,0.824039,14.517907,16.692131,0.000000,12.819235,4,2,0
DTLA,2025-05-01,778,0.821412,16.730122,16.479087,0.000000,13.004922,5,3,0
DTLA,2025-05-02,707,0.993242,17.057419,16.788417,0.000000,10.879210,5,4,0
DTLA,2025-05-03,599,0.802039,18.954649,16.786334,0.000000,13.633737,5,5,1
DTLA,2025-05-04,636,0.896551,18.838375,16.250826,0.300000,10.703569,5,6,1
DTLA,2025-05-05,615,0.888503,20.305594,17.082167,0.100000,11.923557,5,0,0
DTLA,2025-05-06,643,0.850940,26.890973,16.789957,0.400000,10.195057,5,1,0
DTLA,2025-05-07,822,0.791701,15.048420,18.268217,0.000000,11.435313,5,2,0
DTLA,2025-05-08,745,0.873232,16.965784,20.180084,0.000000,11.304229,5,3,0
DTLA,2025-05-09,702,0.889024,18.509176,25.496750,0.000000,12.976239,5,4,0
DTLA,2025-05-10,621,1.111537,19.725593,27.744666,0.000000,14.133152,5,5,1
DTLA,2025-05-11,641,0.990175,30.680516,25.446750,0.000000,12.904882,5,6,1
DTLA,2025-05-12,723,0.835100,15.803535,18.750917,0.000000,13.681184,5,0,0
DTLA,2025-05-13,853,0.908804,19.550467,18.079191,0.000000,12.475961,5,1,0
DTLA,2025-05-14,685,0.890532,16.066140,17.717583,0.000000,14.764390,5,2,0
DTLA,2025-05-15,818,0.941391,17.466087,18.407167,0.000000,12.932471,5,3,0
DTLA,2025-05-16,834,0.965797,16.480566,17.678000,0.000000,12.616702,5,4,0
DTLA,2025-05-17,694,1.007389,18.767689,16.332167,0.700000,11.712454,5,5,1
DTLA,2025-05-18,911,1.066357,24.463674,17.565500,0.000000,18.244045,5,6,1
DTLA,2025-05-19,819,0.854761,17.133933,20.316637,0.000000,11.918120,5,0,0
DTLA,2025-05-20,847,0.762804,19.284613,23.529088,0.000000,11.975074,5,1,0
DTLA,2025-05-21,747,0.942760,15.614043,23.920391,0.000000,14.766584,5,2,0
DTLA,2025-05-22,782,0.811786,19.642599,22.167584,0.000000,11.466438,5,3,0
DTLA,2025-05-23,747,0.919241,24.444389,19.736334,0.000000,11.766273,5,4,0
DTLA,2025-05-24,798,1.245553,22.902740,19.215500,0.000000,11.843124,5,5,1
DTLA,2025-05-25,649,1.038619,27.280122,18.771750,0.000000,12.348051,5,6,1
DTLA,2025-05-26,709,1.143302,28.310048,19.003000,0.000000,12.136325,5,0,0
DTLA,2025-05-27,724,0.709784,17.000850,19.400917,0.000000,14.257545,5,1,0
DTLA,2025-05-28,800,0.955691,19.954008,18.812091,0.000000,15.589497,5,2,0
DTLA,2025-05-29,834,0.965633,20.736500,19.965500,0.000000,11.808878,5,3,0
DTLA,2025-05-30,747,0.872141,24.122805,23.275917,0.000000,11.792404,5,4,0
DTLA,2025-05-31,699,0.874773,22.891663,23.446478,0.000000,13.552696,5,5,1
DTLA,2025-06-01,670,0.939722,19.851929,22.023834,0.000000,14.766584,6,6,1
DTLA,2025-06-02,746,0.824682,17.679806,19.925917,0.000000,12.932471,6,0,0
DTLA,2025-06-03,668,0.752231,22.040856,18.375917,4.600000,12.140329,6,1,0
DTLA,2025-06-04,778,0.797035,23.705833,17.698834,0.000000,12.007498,6,2,0
DTLA,2025-06-05,753,0.881474,17.368148,18.180084,0.000000,12.145665,6,3,0
DTLA,2025-06-06,869,0.863110,19.688875,18.546750,0.000000,13.413321,6,4,0
DTLA,2025-06-07,694,1.138659,19.867868,18.711333,0.000000,12.768586,6,5,1
DTLA,2025-06-08,721,0.993174,23.108435,18.255084,0.000000,10.946013,6,6,1
DTLA,2025-06-09,730,0.864328,18.225441,19.411334,0.000000,11.085720,6,0,0
DTLA,2025-06-10,668,0.784215,17.572692,19.903000,0.000000,12.261157,6,1,0
DTLA,2025-06-11,708,0.858281,20.985772,20.828000,0.000000,12.092196,6,2,0
DTLA,2025-06-12,636,0.861501,16.335416,20.438417,0.000000,11.700000,6,3,0
DTLA,2025-06-13,734,0.927933,19.235477,20.215500,0.000000,12.399113,6,4,0
DTLA,2025-06-14,897,0.979276,22.471337,21.515500,0.000000,12.819235,6,5,1
DTLA,2025-06-15,595,0.883337,20.399471,23.373833,0.000000,12.108261,6,6,1
DTLA,2025-06-16,579,0.835927,17.453551,24.170391,0.000000,10.957846,6,0,0
DTLA,2025-06-17,646,0.871617,20.345266,24.455083,0.000000,12.108261,6,1,0
DTLA,2025-06-18,743,0.817938,17.094889,24.900727,0.000000,13.004922,6,2,0
DTLA,2025-06-19,709,0.857716,20.571269,21.317583,0.000000,12.931218,6,3,0
DTLA,2025-06-20,677,1.013265,20.807366,20.663417,0.000000,11.855429,6,4,0
DTLA,2025-06-21,563,0.920372,20.476107,20.142584,0.000000,13.140000,6,5,1
DTLA,2025-06-22,674,1.048122,21.808779,20.800917,0.000000,14.428097,6,6,1
DTLA,2025-06-23,635,0.867657,15.183949,20.737783,0.000000,11.734564,6,0,0
DTLA,2025-06-24,653,0.914767,17.218434,19.518218,0.000000,13.324863,6,1,0
DTLA,2025-06-25,644,0.770857,16.420233,20.937091,0.000000,12.860870,6,2,0
DTLA,2025-06-26,678,0.775209,19.704965,20.909250,0.000000,12.399113,6,3,0
DTLA,2025-06-27,658,0.962840,19.200871,21.765500,0.000000,12.906138,6,4,0
DTLA,2025-06-28,602,1.062464,21.264847,22.375917,0.000000,12.538134,6,5,1
DTLA,2025-06-29,606,0.967497,17.800013,22.134250,0.000000,12.108261,6,6,1
DTLA,2025-06-30,690,0.885035,16.514868,21.776913,0.000000,14.264361,6,0,0
DTLA,2025-07-01,761,0.923620,27.879270,20.653000,0.000000,11.808878,7,1,0
DTLA,2025-07-02,638,0.915895,18.574558,20.121750,0.000000,12.606426,7,2,0
DTLA,2025-07-03,756,0.871445,16.429361,21.287783,0.000000,11.566313,7,3,0
DTLA,2025-07-04,696,1.071329,22.303431,22.175917,0.000000,12.362475,7,4,0
DTLA,2025-07-05,709,0.942835,22.154159,23.281261,0.000000,12.124306,7,5,1
DTLA,2025-07-06,643,0.771438,21.133123,22.461696,0.000000,12.284918,7,6,1
DTLA,2025-07-07,682,0.911114,22.570336,21.439957,0.000000,11.599879,7,0,0
DTLA,2025-07-08,799,0.858233,17.234033,23.162091,0.000000,12.819235,7,1,0
DTLA,2025-07-09,732,0.765622,15.233272,24.288417,0.000000,12.218805,7,2,0
DTLA,2025-07-10,751,0.838516,16.737181,24.588417,0.000000,12.108261,7,3,0
DTLA,2025-07-11,698,0.872960,16.874386,22.413417,0.000000,10.483357,7,4,0
DTLA,2025-07-12,621,0.916563,25.760627,21.494667,0.000000,11.132385,7,5,1
DTLA,2025-07-13,635,1.003238,28.297542,20.794667,0.000000,11.843124,7,6,1
DTLA,2025-07-14,653,0.767133,18.455338,20.696750,0.000000,13.004922,7,0,0
DTLA,2025-07-15,725,0.831364,18.862742,21.079087,0.000000,11.298495,7,1,0
DTLA,2025-07-16,708,0.897366,21.024089,21.307167,0.000000,11.391313,7,2,0
DTLA,2025-07-17,672,0.947328,17.239269,21.929087,0.000000,12.601285,7,3,0
DTLA,2025-07-18,656,0.872671,20.439220,22.176913,0.000000,12.362475,7,4,0
DTLA,2025-07-19,610,0.960060,19.351215,21.767584,0.000000,12.688404,7,5,1
DTLA,2025-07-20,639,0.962649,19.470414,21.650916,0.000000,11.989946,7,6,1
DTLA,2025-07-21,649,0.911051,17.741916,21.596750,0.000000,10.985900,7,0,0
DTLA,2025-07-22,662,0.865319,16.266182,21.548834,0.200000,12.108261,7,1,0
DTLA,2025-07-23,689,0.909959,20.201996,21.909522,0.000000,12.768586,7,2,0
DTLA,2025-07-24,604,0.830153,20.838895,21.425917,0.000000,13.159710,7,3,0
DTLA,2025-07-25,615,0.878721,23.295537,20.561334,0.000000,13.619472,7,4,0
DTLA,2025-07-26,632,0.958045,22.215079,20.521750,0.000000,11.414043,7,5,1
DTLA,2025-07-27,573,0.986625,21.889875,21.009250,0.000000,12.708815,7,6,1
DTLA,2025-07-28,577,0.868723,17.348311,20.798834,0.000000,12.601285,7,0,0
